filename	rooms	isRetirementHome	isSharedOwnership	listingCondition	location	numBaths	numRecepts	outcode	postTownName	propertyType	tenure	ditsnace_to_school	ditsnace_to_train	text_description	features	price
63532078.html	5	False	False	pre-owned	Crossgates	3	2	LS15	Leeds	semi_detached	freehold	0.3	0.3	'Properties on this highly sought-after street rarely come to the market. Morritt Avenue is renowned for its strong community minded spirit and is very much a family orientated location being a ‘no through road’, a very sociable street having its own social media page. This wonderful home is ideally located for commuters being just a ten-minute walk from a mainline train station, a five-minute drive to the M1 and four miles to Leeds City Centre. It is also just a five-minute drive to Temple Newsam and fifteen minutes to Roundhay Park. For shoppers, it’s a short drive to the newly developed Springs Retail Park and Crossgates Shopping Centre. In brief, the property comprises of : Entrance vestibule with beautiful stained-glass panels surrounding the external door, leading to a spacious inner hallway with Amtico flooring which flows through to the living room having period features including an eye-catching fireplace with decorative cast iron inset, decorative ceiling rose, picture rail and stained-glass windows. The dining room/second reception room is light and airy with a stunning real wood burner and door leading out to the rear garden. The breakfast kitchen has a wonderful blend of traditional and modern with a built-in original pine display cupboard, shaker style base and eye level units with a contrasting high gloss black worktop. Door leading to rear porch. A handy guest cloaks/wc is accessed via the breakfast kitchen. The cellar is clean and dry, offering ample space and a recently fitted boiler. To the first floor is a large Master Bedroom to front elevation with feature fireplace, ample robes and a wonderful ensuite comprising a freestanding roll top bath with handheld shower attachment, pedestal hand basin, WC, heated towel rail and double shower cubicle. The second bedroom also benefits from a feature fireplace and built-in original pine robe. A separate family bathroom and WC completes the first-floor accommodation. Bedrooms three, four and five are located on the second floor, bedroom three being an ensuite bedroom with a corner bath, hand basin and WC. Bedrooms three and five also have the added benefit of additional storage space An established front garden mainly laid to lawn with planted shrub borders. Off street parking via a driveway leading to detached garage/workshop with WC. This offers the potential for conversion to a large utility/office space being fully plumbed with its own electrical board. To the rear of the property is a large, mature, and well-established private garden bound by hedges to all sides. A truly wonderful place to relax and unwind.'	'Edwardian Italianate Style + Highly sought after street + Great location + Five bedroom family home + Garage/workshop + Large private rear garden + No through road + Spacious cellar with good head height + Internal viewing essential + Off street parking'	550000
62057649.html	5	False	False	new	Adel	3	4	LS16	Leeds	detached	None	0.7	0.7	'Fantastic offers available. A luxurious detached home, overlooking stunning views. Your new home has plenty of space for all the family. On the ground floor you will find a stylish open-plan kitchen with a separate utility room and french doors to the garden. There\'s also a spacious lounge with French doors. A separate dining room and a home office complete this floor. Up a flight of stairs you will find four double bedrooms, two with en suites, a single bedroom and a family bathroom. This home benefits from a double garage and private driveway. Got a house to sell? Ask us about part exchange. Rooms 1 Bathroom (2261mm x 2296mm (7\'5" x 7\'6")) Bedroom 1 (4073mm x 4515mm (13\'4" x 14\'9")) Bedroom 2 (3375mm x 4079mm (11\'0" x 13\'4")) Bedroom 3 (3610mm x 3375mm (11\'10" x 11\'0")) Bedroom 4 (3312mm x 3510mm (10\'10" x 11\'6")) Bedroom 5 (2839mm x 2611mm (9\'3" x 8\'6")) Ensuite 1 (2027mm x 2514mm (6\'7" x 8\'2")) Ensuite 2 (1489mm x 2297mm (4\'10" x 7\'6")) G Dining (3840mm x 3390mm (12\'7" x 11\'1")) Kitchen / Family / Breakfast (7380mm x 6890mm (24\'2" x 22\'7")) Lounge (3550mm x 5276mm (11\'7" x 17\'3")) Study (2413mm x 3550mm (7\'11" x 11\'7")) Utility (2325mm x 1687mm (7\'7" x 5\'6")) WC (1914mm x 914mm (6\'3" x 2\'11")) About Elysian Fields, Adel A collection of two, three, four and five bedroom luxury homes located in the stunning village of Adel. Elysian Fields is an exclusive development situated in a highly sought-after location, in a secluded spot with fantastic scenery. Adel itself is steeped in history with countryside walks on your doorstep. You\'ll benefit from a range of excellent local amenities nearby whilst only being a 20 minute drive to Leeds city centre.Ease the impact of rising energy costs with a brand-new, energy-efficient home at Elysian Fields - Click here to find out more. Opening Hours Monday 10:00-17:30, Tuesday Closed, Wednesday Closed, Thursday 10:00-17:30, Friday 10:00-17:30, Saturday 10:00-17:30, Sunday 10:00-17:30 Disclaimer Please note that all images (where used) are for illustrative purposes only.'	'Fantastic offers available + Detached family home overlooking stunning views + Open-plan kitchen with French doors to the garden + Spacious lounge + Separate home office and dining room + Two en suite bedrooms + Ideal home for families + Double garage and private driveway + Built by an award-winning Homebuilder + Reserve your new home today'	859995
62561059.html	4	False	False	pre-owned	Wakefield	3	1	WF1	Wakefield	detached	freehold	0.2	0.6	'Comprising of 4 bedrooms (master with en suite), a living room and a large kitchen/diner, this modern and beautifully finished house is ready to move in & unpack. Fitted with high spec and modern appliances & new laminate flooring throughout the house, neutral decoration throughout and a well kept, tidy garden, this property very much presents as a new build (built 2021). Ideal location for commuters & families with a wide range of amenities, schools and motorway links close by. This property benefits from everything a central location can offer, but sits on a corner position of a quiet street. This property includes: 01 - Bedroom (Double) with Ensuite 3.3m x 3.3m (10.8 sqm) - 10\' 9" x 10\' 9" (117 sqft) 02 - Bedroom (Double) 3.5m x 2.6m (9.1 sqm) - 11\' 5" x 8\' 6" (97 sqft) 03 - Bedroom 2.5m x 2.5m (6.2 sqm) - 8\' 2" x 8\' 2" (67 sqft) 04 - Bedroom 3.6m x 1.5m (5.4 sqm) - 11\' 9" x 4\' 11" (58 sqft) 05 - Living Room 4.2m x 2.6m (10.9 sqm) - 13\' 9" x 8\' 6" (117 sqft) 06 - Kitchen / Dining Room 5.3m x 3.8m (20.1 sqm) - 17\' 4" x 12\' 5" (216 sqft) Please note, all dimensions are approximate / maximums and should not be relied upon for the purposes of floor coverings. Additional Information: Detached 4 Bed Double Drive Garage Beautifully presented Council Tax: Band D Energy Performance Certificate (EPC) Rating: Band B (81-91) A must see if you are in the market for a family home! Marketed by EweMove Sales & Lettings (Wakefield) - Property Reference 49168'	'Wonderful Family Home + Close to Excellent Local Amenities + Excellent Commuter Links'	365000
62764319.html	3	False	False	pre-owned	Headingley	3	3	LS6	Leeds	semi_detached	freehold	0.1	0.2	'A freehold property split into three self contained flats (all currently let out to professional tenants on Assured Shorthold Tenancies) and offered for sale by modern method of auction. The building 21a Chapel Lane is a semi-detached property currently split into three self-contained flats producing a net rental income of £14520 per annum. Each tenant pays a fixed utility charge of £90 per calendar month for gas, water and electricity, in addition to the rent, making the gross rental income £17,750 per annum. Tenants pay their own council tax direct to Leeds City Council. Each flat has its own gas central heating boiler, with each having a current landlord’s gas safety certificate in place; in addition to one eicr for the whole building. The flats are accessed from a courtyard located just off Chapel Lane, where there is a communal entrance for the three flats. Two of the flats are located on the ground floor, with the third having exclusive use of the first floor. The building has been in the ownership of the same family for the last 55 years, and is now offered for sale as a going concern with the benefit of no onward chain. Area Headingley is a vibrant suburb of north Leeds, located approximately 3 miles out of the city centre. Chapel Lane forms part of the Cardigan Triangle and has long been a very popular choice for professional tenants wishing to rent in the locality. The bars, shops and restaurants of both Burley Park and Headingley are all within very easy reach. Burley Park train station is a short walk away; being just one stop away from Leeds city centre. Tenancy information & floor areas Stable flat Located on the ground floor, this is a 1 bed, 1 bath with a floor area of approximately 28 square metres. Fixed term AST until 23.09.2023. Carriage flat Located on the ground floor, this is a 1 bed, 1 bath with a floor area of approximately 21 square metres. Fixed term AST until 20.11.2023. Loft flat Located on the first floor, this is a 1 bed, 1 bath with a floor area of approximately 28 square metres. Periodic AST. Council tax bands Stable Flat – A Carriage Flat – A Loft Flat – A EPC ratings Stable Flat – D Carriage Flat – D Loft Flat – D Auctioneer comments This property is for sale by the Modern Method of Auction. Should you view, offer or bid on the property, your information will be shared with the Auctioneer, iamsold Limited. This method of auction requires both parties to complete the transaction within 56 days of the draft contract for sale being received by the buyer’s solicitor. This additional time allows buyers to proceed with mortgage finance (subject to lending criteria, affordability and survey). The buyer is required to sign a reservation agreement and make payment of a non-refundable Reservation Fee. This being 4.2% of the purchase price including VAT, subject to a minimum of £6,000.00 including VAT. The Reservation Fee is paid in addition to purchase price and will be considered as part of the chargeable consideration for the property in the calculation for stamp duty liability. Buyers will be required to go through an identification verification process with iamsold and provide proof of how the purchase would be funded. This property has a Buyer Information Pack, which is a collection of documents in relation to the property. The documents may not tell you everything you need to know about the property, so you are required to complete your own due diligence before bidding. A sample copy of the Reservation Agreement and terms and conditions are also contained within this pack. The buyer will also make payment of £300 including VAT towards the preparation cost of the pack, where it has been provided by iamsold. The property is subject to an undisclosed Reserve Price with both the Reserve Price and Starting Bid being subject to change. Referral arrangements The Partner Agent and Auctioneer may recommend the services of third parties to you. Whilst these services are recommended, as it is believed they will be of benefit, you are under no obligation to use any of these services and you should always consider your options before services are accepted. Where services are accepted, the Auctioneer or Partner Agent may receive payment for the recommendation and you will be informed of any referral arrangement and payment prior to any services being taken by you<br /><br />'	'Freehold Building Comprising 3 Self Contained Apartments + For Sale by Modern Method of Auction – Buyer Fees Apply + Subject to Reserve Price + Prime Headingley Location + Currently Let on ASTs to Professional Tenants + Total Net Rental Income Currently £14520 Per Annum + Tenants pay £90 Fixed Utility Charge Per Calendar Month + No Onward Chain'	155000
60662858.html	4	False	False	pre-owned	Calverley	3	3	LS28	Pudsey	detached	freehold	0.5	0.8	'Situated in the delightful Woodhall Hills Hamlet which enjoys an idyllic semi-rural location on the outskirts of the popular village of Calverley, this charming stone detached property occupies a fabulous size plot and provides generously proportioned four bedroom, three bathroom accommodation of almost 2,700SqFt which does now require a degree of modernisation. This is a rare opportunity to purchase a unique property in a stunning location which allows a purchaser the opportunity to upgrade and modernise the accommodation to their own tase and specification. Internal viewing is essential to appreciate what this lovely property has to offer which is offered to the market with no onward chain. Featuring double glazed windows and gas fired central heating the accommodation briefly comprises to the ground floor: A welcoming entrance hall with guest WC and a solid wood staircase with under-stairs storage cupboard, an impressive living room with an exposed stone fireplace with inset log burner and double doors leading into the dining room which is a good size featuring a fireplace with inset gas fire and double doors leading through to a breakfast kitchen which is fitted with a range of matching wall and base units and ample space for a dining table and chairs, and a separate utility room which has internal access into the integral double garage. To the far end of the entrance hall is a good size conservatory which has double doors leading out to the rear garden, the master bedroom which is a spacious double with fitted wardrobes and a large ensuite bathroom comprising a bath, double shower cubicle, washbasin and WC, and bedroom two which is also a good size double with an ensuite shower room. To the first floor there are two further bedrooms and the house bathroom which is fitted with a white three piece suite including a bath with overhead shower. Externally the property benefits from two driveways, the first providing ample off street parking leading to an integral double garage, the second being accessed from Woodhall Road, accessed through wrought iron electric gates and providing further ample off street parking, a single garage, and an attached outbuilding/greenhouse which has potential to be developed into further accommodation (subject to the usual planning and building consents). Beyond the second driveway there is an expansive mature garden which is predominantly laid to lawn with planted borders and enjoying a good degree of privacy. Additional Information Tenure Freehold Disclaimer Any information in relation to the length of lease, service charge, ground rent and council tax has been confirmed by our sellers. We would advise that any buyer make their own enquiries through their solicitors to verify that the information provided is accurate and not been subject to any change'	'Subtantial stone detached property + Four bedrooms, three bathrooms + Some modernisation required + Well-maintained gardens + Ample off street parking &amp; three garages + Sought after Woohall Hills Hamlet location + No onward chain + EPC Rating D, Council tax band G'	699995
63395341.html	3	False	False	pre-owned	Leeds	1	3	LS16	Leeds	semi_detached	freehold	0.6	0.6	'This is a really exciting opportunity for someone to buy a post-war, semi-detached house, situated on a good-sized corner plot, with gardens on three sides. Excellent potential to extend (subject to consents and regulations). The excitement comes from the potential to transform this bay-windowed semi-detached house into a beautiful new home. What could be nicer than putting your own unique personality and creativity into it, particularly as I feel it is priced accordingly. Having recently been re-roofed and a new kitchen fitted, some tlc is required. A potentially rewarding challenge, you may say. Come and see and decide for yourself! Our guided tour begins by proceeding up the front pathway and straight into the sizeable entrance hall. The first door on the right will take you into a sizeable living room, which has a double-glazed bay window. Behind this room is located the dining room, which has pleasant views over the back garden. The newly-installed kitchen is adjacent to the dining room, beyond which is the guest cloakroom. Beyond the kitchen, located to the left-hand side of the house is the conservatory, which could provide a very useful extension to the family accommodation with some further improvement works. This, in turn, gives access to the front and back gardens and to the sizeable double-length garage. From the entrance hall, the staircase whisks you up to the first-floor landing, where there may be potential to add an additional staircase, which could give access to a converted loft space ... This, of course, would be subject to building regulations and consents that may be required. The master bedroom and the third bedroom are located at the front, with the second bedroom, bathroom and separate toilet to the rear. The property is located within a sizeable corner plot and enjoys gardens to front, side and rear. Now for the amenities ... Adel is considered to be a popular and sought-after, leafy suburb within North Leeds. The main arterial roads give easy access to Horsforth, Moortown, Chapel Allerton, Headingley, and Bramhope. Leeds city centre and access to the motorway networks, and of course, Leeds and Bradford International airport is a few miles away. Public transport is on hand and there is a selection of schools in proximity, catering to children of all ages. Private schooling and nurseries too. Apart from good shopping, restaurants, pubs, and wine bars, there are lots of sports clubs to visit in order to work off those over-indulgences. The vibrant Adel village memorial club, The Village, David Lloyd, and Chapel Allerton Lawn Tennis and Squash Club to name just a few. Also of local interest, is Golden Acre Park, The Canal Gardens at Roundhay, and the famous Roundhay Park with its\' twin lakes. Bedquilts park/playing fields within a 10-minute walking distance. There are at least 6 good golf courses within a few miles, including Headingley Golf Club within a 10-minute walk. A 30-minute drive North, takes you out into beautiful North Yorkshire countryside...a true gem of the County! Viewers are accompanied by EweMove\'s business owners; this ensures a good, in-depth viewing experience with the property professional. Afterwards, you will receive a short video of the property to remember us by so that you can show your friends and family. (EweMove\'s business owners are normally contactable mornings, afternoons, evenings, and weekends, including Sundays.) Tenure: Freehold. This property includes: 01 - Entrance Hall 4.55m x 2.82m (12.8 sqm) - 14\' 11" x 9\' 3" (138 sqft) (Maximum measurements.) Double-glazed front entrance door, double panel radiator and coving. 02 - Living Room 4.28m x 3.81m (16.3 sqm) - 14\' x 12\' 6" (175 sqft) (Measurements into the bay.) Tiled fireplace and hearth, double panel radiator, coving and double-glazed bay window to the front elevation. 03 - Dining Room 3.69m x 3.34m (12.3 sqm) - 12\' 1" x 10\' 11" (132 sqft) (Measurements into the chimney breast recess.) Tiled fireplace and hearth, double panel radiator and double-glazed windows to the rear elevation. Nice outlook over the back garden. 04 - Kitchen 2.92m x 2.65m (7.7 sqm) - 9\' 6" x 8\' 8" (83 sqft) Recently installed kitchen, having a range of wall and floor units incorporating a one-and-a-half basin stainless steel sink unit with mixer tap and granite effect worktops. Enhancements include split-level cooking comprising a Lamona fan-assisted electric oven, 4-ring electric hob, and canopy style extractor hood above. Double panel radiator and double-glazed windows to the rear elevation. Pantry cupboard and a lobby giving access to ... 05 - Guest WC 1.8m x 0.7m (1.2 sqm) - 5\' 10" x 2\' 3" (13 sqft) White suite comprising low-level W.C. And hand wash basin. Radiator, extractor fan and double-glazed window. From the lobby, a double-glazed door gives access to ... 06 - Conservatory 4.8m x 4m (19.2 sqm) - 15\' 8" x 13\' 1" (206 sqft) (Maximum measurements.) Double-glazed windows to front and rear elevations. Double-glazed doors to back and front gardens. Access to the garage. 07 - Garage (Double) 9.36m x 2.5m (23.4 sqm) - 30\' 8" x 8\' 2" (251 sqft) (Maximum measurements.) Brick-built, tandem-length garage with a pitched roof, up-and-over-door, light and power supply. 08 - Landing 3.03m x 2.4m (7.2 sqm) - 9\' 11" x 7\' 10" (78 sqft) first floor. (Maximum measurements to include the staircase.) Double-glazed window to the side elevation and storage cupboards. Access to the loft. 09 - Bedroom 1 4.46m x 3.76m (16.7 sqm) - 14\' 7" x 12\' 4" (180 sqft) (Maximum measurements into the bay.) Double-glazed window to the front elevation. Double-panel radiator and coving. 10 - Bedroom 2 3.7m x 3.28m (12.1 sqm) - 12\' 1" x 10\' 9" (130 sqft) Double panel radiator, coving and double-glazed window to the rear elevation. Pleasant outlook over the back and neighbouring gardens. 11 - Bedroom 3 2.6m x 2.4m (6.2 sqm) - 8\' 6" x 7\' 10" (67 sqft) Double panel radiator and double-glazed windows to the front elevation. 12 - Bathroom 2.78m x 1.67m (4.6 sqm) - 9\' 1" x 5\' 5" (49 sqft) White suite comprising panelled bath with shower attachment, a separate mains-fed shower and a pedestal hand wash basin. Fully tiled walls and downlighting. Double panel radiator and double-glazed window to the rear elevation. 13 - WC 1.56m x 0.97m (1.5 sqm) - 5\' 1" x 3\' 2" (16 sqft) Low-level W.C. Fully tiled walls, double panel radiator and double glazed window to the side elevation. 14 - Exterior The property stands in a good-sized corner plot, having lawned gardens to the front, side and rear. There is a short driveway and a double-length tandem garage. Please note, all dimensions are approximate / maximums and should not be relied upon for the purposes of floor coverings. Additional Information: Council Tax: Band D Marketed by EweMove Sales & Lettings (Horsforth & Adel) - Property Reference 49687'	'A wide and varied array of local amenities in a popular and sought-after area. + Good local walks and in proximity to the countryside. + Good-sized plot with the potential to extend the property. + Hallway, living room, dining room, kitchen, cloakroom/W.C. + 3 bedrooms, bathroom and separate W.C. + Gardens to front, sides and rear. + Short driveway, double-length garage, conservatory. + Re-roofed and new kitchen fitted. Some tlc required. + A great opportunity to create a super family home. + No onward chain.'	325000
62255325.html	1	True	False	pre-owned	Roundhay	1	1	LS8	Leeds	flat	leasehold	0.2	0.4	"This McCarthy and Stone retirement apartment for the over 60's is set within the most delightful and exclusive leafy location adjacent to Roundhay Park and many other amenities. Depending upon the lifestyle required the Rosewood community offers support and companionship when needed and on the flip side a safe and secure apartment which is easy to lock up and leave. The ground floor position provides communal garden views and the apartment is well presented with a super sized living room with double glazed doors leading to an easy to manage kitchen. There is one good sized double bedroom with built in wardrobes, a modern shower room and a storage cupboard. The internal communal areas are exactly that and provide the ideal meeting place for residents and family and friends. The gardens are a delight and well used and there is also parking for residents. The monthly management charges are reasonable and this sale is chain free."	"Mccarthy and stone retirement apartment for the over 60's + Fabulous exclusive leafy location + Close to roundhay park and many other amenities + Ground floor position + Well presented + Large living dining room + One double bedroom + Internal communal areas and attractive communal gardens + Reasonable management charges + Chain free"	90000
62780880.html	3	False	False	pre-owned	Tyersal	1	1	BD4	Bradford	semi_detached	freehold	0	0.6	'A 3 bedroom semi detached home situated in this residential location close to local amenities & commuting links. Having been recently updated the property has central heating, uPVC double glazing, new carpets on the first floor & flooring in the kitchen diner. Externally there is a garden to the front, larger garden area to the rear and gated driveway with off road parking for numerous vehicles. The property has scope for improvement and provided exceptional potential for extension subject to planning permission. The rear garden has been cleared and purposely left as a blank canvas for the buyer to do whatever they want, whether it be decking, patio, lawn, artificial grass or a combination of this. There is no vendor chain and the property briefly comprises: Lobby (3.04m x 0.87m (10\'0" x 2\'10")) Radiator, laminate flooring, stairs, door into: Lounge (4.40m x 3.54m (14\'5" x 11\'7")) Window to front, radiator, laminate flooring, dado rail, coving to ceiling, double door to: Kitchen/Diner (3.08m x 4.51m (10\'1" x 14\'10")) Fitted with a matching range of base and eye level units with worktop space over, stainless steel sink with mixer tap with tiled splashbacks, plumbing for washing machine and dishwasher, space for fridge, fridge/freezer and tumble dryer, built-in oven, four ring gas hob with extractor hood over, window to rear, vinyl flooring with recessed ceiling spotlights, patio door to the garden, door to storage cupboard. Landing (0.45m x 2.61m (1\'6" x 8\'7")) Storage cupboard, fitted carpet flooring, access to loft. Bedroom 1 (2.68m x 4.51m (8\'10" x 14\'10")) Window to front, double wardrobe(s) with full-length sliding doors, radiator, fitted carpet flooring, door to storage cupboard. Bedroom 2 (2.78m x 2.23m (9\'1" x 7\'4")) Window to rear, radiator, fitted carpet flooring. Bedroom 3 (2.33m x 2.21m (7\'8" x 7\'3")) Window to rear, radiator, fitted carpet flooring, door to: Bathroom (1.96m x 1.80m (6\'5" x 5\'11")) Fitted with piece suite comprising panelled bath with electric shower hand shower attachment over and mixer tap, pedestal wash hand basin with mixer tap and full height tiling to all walls and low-level WC, extractor fan, window to side, heated towel rail, tiled flooring, door to: Externally Gated parking to the front and side, front lawn and rear unlandscaped garden, a blank canvas for someone to put in whatever they want, decking, lawn, artificial grass, patio or an extension subject to pp'	'Semi detached home + 3 Good size bedrooms + Central heating + Double glazing + Driveway + Garden + Kitchen diner + Close to amenities + No vendor chain + Room for improvement &amp; extension'	130000
63565109.html	2	False	False	pre-owned	East Ardsley	1	1	WF3	Wakefield	flat	leasehold	0.4	0.4	'Impressive two bedroom upper floor apartment located within a modern development and ideally located close to local amenities and transport links. Also benefitting from an allocated parking space. Briefly comprising of an entrance hall, open plan living/dining room with arch way to the kitchen, two double bedrooms and a bathroom which is also Jack & Jill to the primary bedroom. Offering plenty of space and storage throughout. Communal Area There is an intercom system to the main entrance of the property which gives access to the communal hallway. The apartment can be found on the second floor. Hallway Leading in through the main entrance of the apartment is a spacious hallway with a built in cupboard housing the water heating tank and a further cupboard offering storage space. Internal doors then lead into all rooms. Living /Dining Room Carpeted throughout offering a wall mounted electric heater, double glazed window and open to the kitchen area. Kitchen Fitted with floor and wall mounted units including an electric oven and hob with hood, lino flooring throughout, tiled splash back, extractor, wall mounted electric heater and a stainless steel sink with drainer and mixer tap. There is also space offered for a fridge/freezer and washing machine. Bedroom One Good size double bedroom offering a wall mounted electric heater, double glazed window and carpets throughout. There is also access leading into the main bathroom. Bathroom Three piece white suite including a panelled bath with shower over, low flush WC and wash hand basin. With lino flooring throughout, tiled splash back, extractor and a wall mounted electric towel heater. Bedroom Two A further double bedroom offering carpets throughout, wall mounted electric heater and a double glazed window. External There is an allocated parking space which is also included within the apartment along with visitors spaces throughout. Lease Details 125 years from 1 January 2006 Ground Rent: £257 Every 12 Months Service Charge: £915 Every 12 Months Important Note to Potential Purchasers & Tenants: We endeavour to make our particulars accurate and reliable, however, they do not constitute or form part of an offer or any contract and none is to be relied upon as statements of representation or fact. The services, systems and appliances listed in this specification have not been tested by us and no guarantee as to their operating ability or efficiency is given. All photographs and measurements have been taken as a guide only and are not precise. Floor plans where included are not to scale and accuracy is not guaranteed. If you require clarification or further information on any points, please contact us, especially if you are traveling some distance to view. Potential purchasers: Fixtures and fittings other than those mentioned are to be agreed with the seller. Potential tenants: All properties are available for a minimum length of time, with the exception of short term accommodation. Please contact the branch for details. A security deposit of at least one month’s rent is required. Rent is to be paid one month in advance. It is the tenant’s responsibility to insure any personal possessions. Payment of all utilities including water rates or metered supply and Council Tax is the responsibility of the tenant in every case. MOR220720/8'	'Popular Residential Area + Two Double Bedrooms + Jack &amp; Jill Bathroom to Primary Bedroom + Allocated Parking Space Included + 2nd Floor Apartment + No Onward Chain'	110000
62775028.html	3	False	False	pre-owned	Lofthouse	1	1	WF3	Wakefield	bungalow	freehold	0.2	0.6	'Manning Stainton are delighted to present to market this three bedroom detached true bungalow situated in the sought after village of Lofthouse. The property is set back from Canal Lane down a private shared road to a gated development consisting of two properties, the property is on a spacious plot with ample parking and room to extend with the appropriate planning permission. The property is well maintained and has spacious accommodation through-out. The property would be perfect for an array of buyers including families and is situated in the village of Lofthouse which offers many local amenities including a nearby Co-op and other local shops and pubs. Lofthouse also is a great spot for commuting with regular bus routes to Leeds and Wakefield city centre, good links to the M1 and M62 motorways, local schools include Outwood Primary Academy & Outwood Grange Academy. Internally the property comprises of a double glazed door leading to the utility room which has fitted wall and base units with work surfaces, plumbing for a washing machine, room for a dryer, room for a fridge/freezer, the boiler and an integral door leading to the kitchen. The kitchen has fitted wall and base units with work surfaces, plumbing for a dishwasher, sink, room for an oven, cooker hood, plenty of room for a dining table, internal doors to the lounge and the inner hallway. The inner hall way has loft access and leads to all three bedrooms, the shower room and the lounge. The modern shower room has a storage cupboard, a walk in double shower, vanity sink and a WC. The master bedroom has fitted wardrobes, shelves and plenty of room for a double bed. The second bedroom has room for a double bed and the third bedroom has room for a single bed, this bedroom is currently being used as a study. The lounge is a spacious bright area, there is a gas fire place and a patio door leading to the garden. Outside of the property there is ample parking to the front with room for around four cars and access to a double garage. There is access down the side of the property through a gate to the rear garden. The rear garden is enclosed with a mixture of fence and shrub boundaries, the garden has plenty of plants, shrubs and trees and would be brilliant for people who enjoy gardening. To the right side of the bungalow is an easily maintainable patio area which gives plenty of privacy, there is a double glazed door to the garage and another gate to the front. The property has gas central heating. Additional Information Tenure Freehold Disclaimer Any information in relation to the length of lease, service charge, ground rent and council tax has been confirmed by our sellers. We would advise that any buyer make their own enquires through their solicitors to verify that the information provided is accurate and not been subject to any change.'	'Gated development set back off Canal Lane + Double garage and ample parking + Spacious accommodation through out + Spacious rear garden + Potential to extended with the appropriate planning + Village location + Placed well for commuting + Gas central heating'	315000
62734222.html	2	False	False	pre-owned	Bradford	None	1	BD3	Bradford	flat	None	0.1	0.2	"Summary We are pleased to bring to the market, this two-bedroom apartment. Briefly comprising of the entrance hall leading to the kitchen on your right, living/dining room, bathroom and two bedrooms. The property is currently tenanted, achieving 400pcm. Private parking is available for the property on a first come first served basis. Council Tax Band: A Tenure: Leasehold Length Of Lease: 94 Annual Ground Rent Amount: 10.00 Annual Service Charge Amount: 900.00 Service Charge Review Period: 75.21 pcm Auctioneers Additional Comments Pattinson Auction are working in Partnership with the marketing agent on this online auction sale and are referred to below as 'The Auctioneer'. Please be aware that any enquiry, bid or viewing of the subject property will require your details being shared between both the marketing agent and The Auctioneer in order that all matters can be dealt with effectively. This auction lot is being sold either under conditional (Modern) or unconditional (Traditional) auction terms and overseen by the auctioneer in partnership with the marketing agent. The property is available to be viewed strictly by appointment only via the Marketing Agent or The Auctioneer. Bids can be made via The Auctioneers or the Marketing Agents website. Auctioneers Additional Comments Your details may be shared with additional service providers via the marketing agent and/or The Auctioneer. A Legal Pack associated with this particular property is available to view upon request and contains details relevant to the legal documentation enabling all interested parties to make an informed decision prior to bidding. The Legal Pack will also outline the buyers' obligations and sellers' commitments. It is strongly advised that you seek the counsel of a solicitor prior to proceeding with any property and/or Land Title purchase. In order to submit a bid upon any property being marketed by The Auctioneer, all bidders/buyers will be required to adhere to a verification of identity process in accordance with Anti Money Laundering procedures. Auctioneers Additional Comments In order to secure the property and ensure commitment from the seller, upon exchange of contracts the successful bidder will be expected to pay a non-refundable deposit of 5% of the purchase price of the property. The deposit will be a contribution to the purchase price. A non-refundable reservation fee may also be payable upon agreement of sale (Details of which can be obtained from the auctioneers website). The Reservation Fee is in addition to the agreed purchase price and consideration should be made by the purchaser in relation to any Stamp Duty Land Tax liability associated with overall purchase costs. Both the Marketing Agent and The Auctioneer may believe it necessary or beneficial to the customer to pass your details to third party service suppliers, from which a referral fee may be obtained. There is no requirement or indeed obligation to use these recommended suppliers or services."	'Sold via Secure Sale online bidding. Terms &amp; Conditions apply. + Two Bedroom + Electric Heating + Ideal Investment Opportunity + Close To Local Amenities'	45000
