filename	rooms	isRetirementHome	isSharedOwnership	listingCondition	location	numBaths	numRecepts	outcode	postTownName	propertyType	tenure	ditsnace_to_school	ditsnace_to_train	text_description	features	price
62735892.html	2	False	False	pre-owned	Farnley	1	1	LS12	Leeds	end_terrace	freehold	0.3	0.4	'Council Tax - A ... **priced to sell** perfect first home/investment opportunity** This spacious end of terrace house would benefit from some internal improvements and this has been reflected in the asking price; Entrance Hall, kitchen, lounge/diner. To the first floor; two double bedrooms, Shower room and separate W/C. Outside; To the front is off street parking and to the rear is a private enclosed garden. EPC tbc. Introduction **priced to sell** investment opportunity!** Spacious Two-bedroom end terraced property, The property would benefit from some internal improvements throughout however this has been reflected within the price! Briefly comprising; Entrance Hall, kitchen, lounge/diner. To the first floor; Two double bedrooms, separate W/C and a shower room. Outside; To the front is off street parking on a driveway and to the rear is a private enclosed garden. Council tax band - A - EPC tbc. Location Armley offers excellent commuter routes into Leeds City Centre via the A647 & the B6154 the property is on one of the main bus routes affording easy access to Leeds city centre and the train station.The Armley Gyratory is close by and gives major links to the motorway networks for both the M1 and M62. Leeds Bradford airport is a short car journey away. There are local shops and amenities to be found on Armley Town Street, with further amenities and a Railway Station in neighbouring Bramley. Within a short drive major retail stores can be found along the Ring Road, with the White Rose Shopping Centre close by. How To Find The Property Sat nav post code LS12 3TA. Accommodation To The Ground Floor Through Lounge/Diner (6.71m x 3.28m (22\'0" x 10\'9")) A most spacious through room with dual aspect windows, allowing in plenty of natural light. The room can be utilised for living and dining, with ample space for a table and chairs. Some re-decoration works etc is required. Kitchen-Diner (5.26m x 3.05m (17\'3" x 10\'0")) A spacious room, fitted with a range of dated shaker style wall, base and drawer units which provide ample storage, with complementary worksurfaces over. Useful under-stairs storage cupboard. Point for cooker, washing machine fridge/freezer and tumble dryer. Vinyl floor covering. Door leading outside to the rear elevation. To The First Floor Stairs leading up to... Landing With useful fitted cupboard. Doors into... Bedroom One (5.84m x 2.87m (19\'2" x 9\'5")) Such a spacious room with plenty of natural light, but dated decor. Fitted cupboard over the stairs which houses the boiler. Window to the front elevation. Bedroom Two (3.71m x 3.23m (12\'2" x 10\'7")) A spacious double bedroomm with window to the rear elevation. Dated decor theme. Shower Room (1.93m x 1.57m (6\'4" x 5\'2")) Fitted with a two piece suite comprising walk-in shower and a pedestal wash hand basin with mixer tap. Ceramic tiles to the walls. Window to the rear elevation. Separate W.C. (1.70m x 0.81m (5\'7" x 2\'8")) Fitted with a W.C. Window to the rear. Outside At the front of the house there is a lawned garden. Off-street parking is available for a couple of cars. At the rear, there is an enclosed, private garden with sub-level patio and a lawned area. There is a useful outbuilding for storage. Boundaries are fenced. Services - Disclosure Of Financial Interests Unless instructed otherwise, the company would normally offer all clients, applicants and prospective purchasers its full range of estate agency services, including the valuation of their present property and sales service. We also intend to offer clients, applicants and prospective purchasers\' mortgage and financial services advice through our association with our in-house mortgage and protection specialists hardisty financial. We will also offer to clients and prospective purchasers the services of our panel solicitors, removers and contactors. We would normally be entitled to commission or fees for such services and disclosure of all our financial interests can be found on our website. Mortgage Services We are whole of market and would love to help with your purchase or remortgage. Call Hardisty Financial to book your appointment today option 3. Brochure Details Hardisty and Co prepared these details, including photography, in accordance with our estate agency agreement.'	'Council Tax - A + ***priced to sell*** + Investment opportunity + Or ideal first home + End of terrace house + Requiring some up-dating + Through lounge/diner &amp; a kitchen + Two double bedrooms + Enclosed/private rear garden + City centre commuter links'	130000
63415378.html	2	False	False	pre-owned	Keighley	1	1	BD21	Keighley	terraced	freehold	0.1	0.2	'Open House Estate Agents are pleased to offer to the market for sale this good sized 2 bedroom terrace benefiting from been close to local amenities and schools. This property is an ideal investment opportunity Council Tax band- A This property briefly comprises of; Lounge UPVC double glazed window overlooking front elevation, gas central heated radiator, gas fire place. Bedroom 1 UPVC double glazed window overlooking front elevation, gas central heated radiators. Bathroom UPVc double glazed window overlooking side elevation, gas central heated towel rail, 3 piece bathroom suite briefly comprising of a low level flush toilet, sink with pedestal and bath tub with shower over. Bedroom 2 UPVc double glazed window overlooking side elevation, gas central heated radiator.'	''	64000
60337535.html	1	True	False	pre-owned	Leeds	1	1	LS17	Leeds	flat	leasehold	0.2	0.5	'A one bedroom, second floor apartment benefitting from an easterly facing balcony with a pleasant outlook and situated within a McCARTHY stone Retirement Living Plus development with an on-site restaurant, communal lounge, cqc care team, an estate manager and bespoke care packages available. Summary Thackrah Court was built by McCarthy & Stone and designed specifically for assisted retirement living for the over 70’s. The development consists of 60 one and two-bedroom retirement apartments with design features to make day-to-day living easier. This includes beautifully equipped kitchens with waist height ovens to minimise bending, walk-in showers for ease of use, simple lever taps and slip resistant flooring. As well as the privacy of your own apartment, there’s the opportunity to lead a full and active social life. You can call into the homeowners’ lounge whenever you feel like company, and it’s a lovely place to meet up with friends or join in the many activities organised by homeowners and the Estate Management team. The lounge is also the perfect space to invite friends and family over for a special celebration. Open every day, our table service restaurant serves tasty and nutritious lunches for our homeowners and their friends and family, at a very reasonable price. All the food is freshly prepared and we can cater for special dietary requirements. For a special occasion or celebration, you’re also welcome to book our function room and there is a computer available to use here. Thackrah Court also benefits from landscaped gardens and a guest suite for visitors who wish to stay (additional charges apply). For peace of mind, there is an Estate Manager on site and 24-hour emergency call system provided via a personal pendant alarm and with call points in all rooms. Local Area Thackrah Court is situated in Shadwell a small but affluent village, suburb and civil parish in north east Leeds, West Yorkshire. The village retains much of its former characteristics; the library, local shopping, dentist, newsagent and post office are situated in the village centre. There are more shopping facilities within 1 miles of Thackrah Court, along Harrogate Road in Moortown which includes banks, a Newsagent, bakers, pharmacist and a Marks & Spencers Food Hall Supermarket. Entrance Hall Front door with spy hole leads to the large entrance hall - the 24-hour Tunstall emergency response pull cord system is situated in the hall. From the hallway there is a door to a walk-in storage cupboard/airing cupboard. Illuminated light switches, smoke detector, apartment security door entry system with intercom and emergency pull cord located in the hall. Doors lead to the bedroom, living room and bathroom. Lounge The lounge with dining area benefits from French doors leading onto an easterly facing balcony and an additional window to the side making it bright and airy. There is an electric fire with feature surround providing an attractive focal point. There are ample raised electric sockets, TV and telephone points. Partially double glazed door leads onto a separate kitchen. Kitchen Well equipped modern kitchen with tiled floor and a range of low and eye level units and drawers with a roll top work surface. Stainless steel sink with mono lever tap and drainer. Eye level oven, ceramic hob, cooker hood and integral fridge freezer. Electrically operated kitchen window and under pelmet lighting. Bedroom A spacious double bedroom with a walk-in wardrobe housing rails and shelving. Ceiling lights, TV and phone point. Wetroom Fully tiled wet room with suite comprising of level access shower, low level WC, vanity unit with wash basin, mirror and mirrored storage cabinet. The wet room also benefits from a shaving point, electric heater, extractor fan and slip resistant flooring. Service Charge •Estate Manager •cqc registered care staff on-site 24-hours a day •One hour of domestic support per week •Running of the on-site restaurant/bistro •Cleaning of all communal windows •Water rates for communal areas and apartments •Electricity, heating, lighting and power to communal areas •Apartment external window cleaning •24-hour emergency call system •Upkeep of gardens and grounds •Repairs and maintenance to the interior and exterior communal areas •Contingency fund including internal and external redecoration of communal areas •Buildings insurance •Intruder alarm system Additional personal care and support is available at an extra charge. This can be from as little as 15 minutes per session which can be increased to suit your needs. The Service charge does not cover external costs such as your Council Tax, electricity or TV. To find out more about service charges please contact your Property Consultant or Estates Manager. Service charge: £7,321.80 per annum (for financial year end 30/09/2023) Car Parking Permit Scheme Parking is by allocated space subject to availability. The fee is usually £250 per annum, but may vary by development. Permits are available on a first come, first served basis. Please check with the Estate Manager on site for availability. Leasehold Information Lease length: 125 years from 2015 Ground rent: £435 per annum Ground rent review: Jan 2029 Managed by: Your Life Management Services'	'One bedroom corner apartment with walk-out balcony + Part-exchange available + Estate Manager + 24 hour on-site care team + Communal Lounge and table serviced bistro + Coffee lounge with terrace + Landscaped garden with sitting area + Guest suite + Domestic assistance (1 hr per week included in service charges, additional hours by arrangement) + Personal care packages available'	155000
62125095.html	3	False	False	pre-owned	Yeadon	1	2	LS19	Leeds	end_terrace	freehold	0.5	0.6	'Summary A three bedroom cottage with character features and boasting attractive views across Yeadon Tarn. With spacious extended living accommodation, large garden and detached garage. Located in a great position and being within walking distance to Yeadon High Street and having no onward chain. Description Located in a special position across from Yeadon Tarn boasting attractive views and a larger than average plot. We proudly offer for sale this three bedroom end cottage with many character features, two reception rooms and downstairs wc. The property briefly comprises to the ground floor, cloakroom, lounge, dining room and spacious kitchen/diner. To the first floor there are three bedrooms and a shower room. Outside to the rear is a detached garage and a large garden with summer house. This lovely home is in a fabulous location with walks on the doorstep around Yeadon Tarn and close to local amenities, bars, restaurants, good schools and travel links to both Leeds and Bradford. A rare to the market property which would appeal to a range of buyers. Kitchen/ Diner 14\' 9" x 17\' 7" Into recess ( 4.50m x 5.36m Into recess ) An extended kitchen/diner with a range of wall and base units with work surfaces over incorporating a stainless steel sink and drainer and a tiled splashback. Appliances include integrated electric oven, electric hob, space for an American style free standing fridge freezer and plumbing for a washing machine. Tiled flooring, radiator, boiler, understairs storage and uPVC double glazed door and two windows to the rear. Lounge 15\' 9" x 15\' 7" Into recess ( 4.80m x 4.75m Into recess ) A good size lounge positioned to the front taking advantage of the Tarn outlook with a point for an electric fire set within an impressive exposed stone Inglenook fireplace, radiator, two uPVC double glazed windows to the front with solid wood sills. Dining Room 16\' 3" x 14\' 5" Into recess ( 4.95m x 4.39m Into recess ) A separate dining room with character features including exposed beams and stonework, inglenook fireplace with inset wood burner and impressive carved wood lintel above, solid wood flooring and a uPVC double glazed window to the front boasting views across Yeadon Tarn. Cloakroom With a wash hand basin set in a vanity unit, w/c, wood flooring and a uPVC double glazed window to the rear. A useful additional to any family home. Landing Stairs rise from the kitchen to the first floor landing having a uPVC double glazed window to the side with feature stone sill. Bedroom One 14\' 7" x 9\' 5" Including robes ( 4.45m x 2.87m Including robes ) A spacious double bedroom positioned to the front elevation with fitted wardrobes, character features including beams, exposed stone and high ceilings. There is a radiator and a uPVC double glazed window to the front boasting views across Yeadon Tarn. Bedroom Two 14\' 4" x 6\' 4" Into recess ( 4.37m x 1.93m Into recess ) Positioned to the front elevation with a walk in wardrobe, radiator and a uPVC double glazed window to the front boasting views across Yeadon Tarn. Bedroom Three 7\' x 5\' Plus recess ( 2.13m x 1.52m Plus recess ) Positioned to the rear elevation this room could be made into a home office perfect for someone working from home in these modern times with a radiator and a uPVC double glazed window to the rear. Shower Room The large shower room comprises of a shower cubicle, w/c, wash hand basin set in a vanity unit, shaver point, radiator and a uPVC double glazed window to the rear. Outside To the rear of the property there is a graveled driveway leading to a detached garage and a large, well established garden. There is also a summer house. Garage A tandem garage with a pitched roof and light. 1. Money laundering regulations: Intending purchasers will be asked to produce identification documentation at a later stage and we would ask for your co-operation in order that there will be no delay in agreeing the sale. 2. General: While we endeavour to make our sales particulars fair, accurate and reliable, they are only a general guide to the property and, accordingly, if there is any point which is of particular importance to you, please contact the office and we will be pleased to check the position for you, especially if you are contemplating travelling some distance to view the property. 3. The measurements indicated are supplied for guidance only and as such must be considered incorrect. 4. Services: Please note we have not tested the services or any of the equipment or appliances in this property, accordingly we strongly advise prospective buyers to commission their own survey or service reports before finalising their offer to purchase. 5. These particulars are issued in good faith but do not constitute representations of fact or form part of any offer or contract. The matters referred to in these particulars should be independently verified by prospective buyers or tenants. Neither sequence (UK) limited nor any of its employees or agents has any authority to make or give any representation or warranty whatever in relation to this property.'	'Extended End Terrace Cottage + Attractive Features Throughout + Views Across Yeadon Tarn + Detached Garage + Large rear garden + No onward chain'	350000
62738246.html	3	False	False	pre-owned	Normanton	1	2	WF6	Normanton	terraced	freehold	0.1	0.1	'A superb opportunity to purchase this three bedroom mid terrace house enjoying spacious living accommodation spread over two levels with three good sized bedrooms, two large reception rooms, useful cellar room and low maintenance gardens. EPC rating C70. A superb opportunity to purchase this three bedroom mid terrace house enjoying spacious living accommodation spread over two levels with three good sized bedrooms, two large reception rooms, useful cellar room and low maintence gardens. The property fully comprises of entrance hall, living room, sitting/dining room and kitchen to complete the ground floor. A staircase leads down to the cellar room located on the lower ground floor. To the first floor landing there are three bedrooms and a four piece suite house bathroom/w.c. Externally to the front there is on street parking available with a low maintenance buffer garden with block paved seating area and planted borders making the garden completely enclosed. Whilst to the rear, there\'s a paved pathway leading to a block paved seating area under a wooden pergola with built in timber seating, completely enclosed by solid brick built walls on all sides, with a useful brick built outhouse. The property itself is within walking distance to the local amenities and schools located within Normanton town centre, benefitting from it\'s own supermarket and railway station. For the commuter looking to travel further afield, there\'s direct access via the M62 motorway. Only a full internal inspection will reveal all that\'s on offer at this quality home and an early viewing comes highly recommended. Accommodation Entrance Hall UPVC double glazed sunlight above the door. Solid wooden floor, central heating radiator, ceiling rose, coving to the ceiling, coat rail, picture rail and feature archway with staircase and handrail leading to the first floor landing. Doors leading through to living room and sitting/dining room. Living Room (3.96m x 4.20m (12\'11" x 13\'9")) UPVC double glazed window overlooking the front aspect, solid wooden floor, central heating radiator, ornate coving to the ceiling and open fire on a grate with granite hearth, cast iron detailing and wooden decorative surround. Sitting/Dining Room (4.27m x 4.24m (14\'0" x 13\'10")) Solid wooden floor, cast iron multi-fuel burner inset onto a slate paved hearth with decorative brick interior within the chimney breast on a solid wooden surround. Coving to the celling, ceiling rose and original creole to the ceiling. UPVC double glazed window overlooking the rear aspect, central heating radiator, two built in storage cupboards and fixed shelving. Door providing access into the kitchen. Kitchen (3.13m x 2.40m (10\'3" x 7\'10")) Range of wall and base units with laminate work surface over and tiled splash back above, 1.5 stainless steel sink and drainer with tap, integrated oven and grill with four ring gas hob, stainless steel splash back and large cooker hood above. Laminate flooring, integrated fridge and freezer, integrated washing machine, strip lighting, UPVC double glazed window overlooking the side aspect and UPVC double glazed door leading out onto the yard. Combi condensing boiler is housed in a cupboard within the kitchen. Door providing access into the cellar room located on the lower ground floor. Cellar (1.94m x 4.14m (6\'4" x 13\'6")) Power and light. First Floor Landing Central heating radiator, solid wooden floor and loft access. Doors to bedrooms, built in wardrobe and house bathroom/w.c. Bathroom/W.C. (2.40 x 3.17m (7\'10" x 10\'4")) Loft access. Four piece suite comprising curved corner shower cubicle with double glass doors and mixer shower within with rain shower head above. Ceramic freestanding roll top bath with claw feet, centralised mixer tap and shower attachment making it a double ended bath. Pedestal wash basin with two chrome taps, low flush w.c., part tiled walls, exposed brick wall, extractor fan, inset spotlights to the ceiling, central heating radiator, solid wooden floor and UPVC double glazed frosted window overlooking the side elevation. Bedroom One (3.42m x 4.32m (11\'2" x 14\'2")) UPVC double glazed window overlooking the rear elevation, central heating radiator, solid wooden floor and decorative fireplace with Yorkshire paved hearth, cast iron detailing and solid wooden surround painted in black. Bedroom Two (2.61m x 4.22m (8\'6" x 13\'10")) UPVC double glazed window overlooking the front elevation, strip lighting, central heating radiator, solid wooden floor and UPVC double glazed window overlooking the front elevation. Decorative fireplace with Yorkshire paved hearth, cast iron detailing and solid wooden surround painted in black. Bedroom Three (3.26m x 2.49m (10\'8" x 8\'2")) UPVC double glazed window overlooking the front elevation, central heating radiator, ceiling fan and solid wooden floor. Outside To the front of the property there is off street parking, which is on a first come, first serve basis. Timber gate accessing the low maintenance buffer garden with a block paved seating area with planted borders and Yorkshire stone paved pathway leading to the front door and recess porch area. To the rear there is a timber bin store, a timber wood store and paved pathway leading to the timber gate at the rear with a block paved patio area with built in timber seats and a timber wooden pergola over. Brick built outhouse with a timber door to the front and power within, as well a timber single glazed frosted window to the side. Solid brick built walls on all sides, making the rear garden completely enclosed Paved area with communal access to other properties on the street which is owned by the property all the way to a brick wall. The property enjoys open aspects views to the field behind. Council Tax Band The council tax band for this property is A. Floor Plans These floor plans are intended as a rough guide only and are not to be intended as an exact representation and should not be scaled. We cannot confirm the accuracy of the measurements or details of these floor plans. Viewings To view please contact our Normanton office and they will be pleased to arrange a suitable appointment. Epc Rating To view the full Energy Performance Certificate please call into one of our local offices.'	'Mid Terrace House + Three Bedrooms + Spacious Living + Two Reception Rooms + Cellar Room + Low Maintence Garden + Virtual Tour Available + EPC Rating C70'	195000
62753800.html	2	False	False	pre-owned	Hunslet	2	1	LS10	Leeds	flat	leasehold	0.2	0.3	'Description Two-bedroom apartment in the amazing leeds dock development, leeds dock is an award-winning development with only A 10-minute walk into leeds city centre and great access to all motorway links. Open plan living area, well planned L shape kitchen, A great size and well fitted with A range of built-in appliances and black granite effect worktops. Leeds dock is set around the old dockland of the city, it offers tranquil waterside living, with the city centre, the calls and brewery wharf being A short walk away. Tenure: Leasehold'	''	249995
62857993.html	3	False	False	pre-owned	Bradford	2	1	BD6	Bradford	semi_detached	freehold	0.2	0.4	"This three bedroom semi detached property in Buttershaw, Bradford, will appeal to those looking for a project. The property is now in need of clearance and a full scheme of refurbishment. This is a blank canvas, very competitively priced and a great opportunity to add value. Please note - Anyone looking to view the property should bring sturdy footwear and, for safety, will not be able to view the first floor accommodation. Images of these rooms will be available as well as a video tour. Accommodation Ground Floor Hall, lounge, dining room and kitchen. First Floor Landing, Three bedrooms and bathroom. Externally Driveway to front and gardens to the front and rear. Additional Information Council Tax Bradford Metropolitan City Council - Tax Band A Tenure Freehold Disclaimer Any information in relation to the length of lease, service charge, ground rent and council tax has been confirmed by our sellers. We advise buyers to make their own enquiries through their solicitors to verify that the information provided is accurate and not been subject to any change. Charges & Payments In addition to the deposit Administration Charge: 0.9% inc VAT of the purchase price subject to a minimum of £1,200 inc VAT. Buyer’s Premium: £1,140 inc VAT. Disbursements Any additional disbursements payable by the purchaser are yet to be confirmed by the vendor’s solicitor. For more details, please see the legal pack Guide Price Guides are provided as an indication of each seller's minimum expectation. They are not necessarily figures which a property will sell for and may change at any time prior to the auction. Each property will be offered subject to a Reserve (a figure below which the Auctioneer cannot sell the property during the auction) which we expect will be set within the Guide Range or no more than 10% above a single figure Guide."	'For sale by auction on the 14th December 2022 + Guide price £65,000 + + Three bedroom semi detached + Appeal to those looking for a project + Council Tax band A - EPC rating E'	65000
63039343.html	2	False	False	pre-owned	Roundhay	2	1	LS8	Leeds	flat	leasehold	0.4	0.7	"This two bedroom apartment is in need of some refurbishment and is sure to appeal to any developers or buy to let landlords looking for a straight forward project. The property is located in the heart of Roundhay, overlooking Canal Gardens and within walking distance of Roundhay Park, major bus routes and a range of local amenities. We have been advised that the development does require some external work to obtain an EWS1 wiih works proposed to address the wooden cladding and to upgrade the balconies, believed to be in the region of £17,500 per apartment. See legal pack for further information Length of lease - 999 years from 1 January 2008 Ground Rent - £0 Service charge - £1441.42 * Handley Gibson are the managing agent Accommodation Apartment Entrance hall, living /dining room, kitchen, two bedrooms, bathroom, WC and balcony Council Tax Leeds city council - Tax band C Additional Information Tenure Leasehold Ground Rent £0 Service Charge £1,681.66 per annum Disclaimer Any information in relation to the length of lease, service charge, ground rent and council tax has been confirmed by our sellers. We would advise that any buyer make their own enquires through their solicitors to verify that the information provided is accurate and not been subject to any change. Charges And Payments In addition to the deposit Administration Charge: 0.9% inc VAT of the purchase price subject to a minimum of £1,200 inc VAT. Disbursements Any additional disbursements payable by the purchaser are yet to be confirmed by the vendor’s solicitor. For more details, please see the legal pack. Guide Price Guides are provided as an indication of each seller's minimum expectation. They are not necessarily figures which a property will sell for and may change at any time prior to the auction. Each property will be offered subject to a Reserve (a figure below which the Auctioneer cannot sell the property during the auction) which we expect will be set within the Guide Range or no more than 10% above a single figure Guide."	'For sale by auction on the 14th December 2022 + Guide price £145,000+ + Two bedroom apartment + Perfect straight forward project + Council Tax band C - EPC rating F + Located in the heart of Roundhay!'	145000
63460306.html	2	False	False	pre-owned	Leeds	1	1	LS17	Leeds	semi_detached	freehold	0.1	0.2	'A two bedroom semi detached house offered to market with no onward chain. In need of full refurbishment this property has lots of potential for a whole host of buyers. The accommodaiton briefly comprises: An entrance hallway with stairs leading to the first floor and a doorway into the spacious lounge with dual aspect windows overlooking the front and rear gardens. A separate kitchen with pantry cupboard and external door out to two storage rooms and the side garden. To the first floor there are two good sized double bedrooms and a further storage room accompanied by a house bathroom. Externally the property boasts gardens to three sides of the property with an East facing rear garden. Fir Tree Grove is conveniently situated nearby to an array of extensive local amenities in Alwoodley, Moortown, Roundhay and Chapel Allerton which offer superb facilities including local shops, bars, restaurants and street cafes. Moor Allerton retail park with Sainsbury’s and Home base is close by as well as Marks and Spencer’s food store located in Moortown itself. An excellent choice of schooling and sporting facilities are available including David Lloyd Leisure Club and a selection of top golf courses. The property benefits from regular links to Leeds City Centre and also has good access to the A1M, M1 and M62 motorways, Leeds Bradford Airport and Leeds Railway Station. Internal viewing is a must and can be arranged through our Moortown office. Tenure Freehold Disclaimer Any information in relation to the length of lease, service charge, ground rent and council tax has been confirmed by our sellers. We would advise that any buyer make their own enquiries through their solicitors to verify that the information provided is accurate and not been subject to any change'	'Semi detached house + No onward chain + Two bedrooms + Spacious reception room + Lots of potential + Close to good schools + Gardens to three sides + EPC F / Council Tax F'	165000
63424044.html	2	False	False	pre-owned	Queensbury	1	1	BD13	Bradford	cottage	None	0.3	0.4	'Well presented two bedroom through by light cottage with pebbled garden area to the front. The property is ready to move into & would ideally suit first time buyers or downsizers. Book a viewing today Well presented two bedroom through by light cottage with pebbled garden area to the front. Having gas central heating & UPVC double glazing. This property is ready to move into and in good condition throughout. This property would ideally suit first time buyers or downsizers. Don\'t miss the opportunity to purchase this property, book a viewing today through Bronte Estates on . Entrance hall UPVC front entrance door, stairs to first floor. Lounge 12\' 5" x 11\' 6" (3.78m x 3.51m) Feature fireplace with marble inlay & plinth, living flame gas fire, central heating radiator, UPVC window to front elevation. Kitchen 11\' 11" x 6\' 2" (3.63m x 1.88m) Modern base & wall units, contrasting work surfaces, complementary splash back tiling, stainless steel sink, fitted electric oven, four ring gas hob, extractor fan, plumbing for an automatic washing machine & dishwasher, door to basement cellar, central heating radiator, UPVC double glazed window to rear elevation. First floor landing Built in storage cupboard, central heating boiler, access to the loft. Bedroom one 16\' 1" x 7\' 3" (4.9m x 2.21m) Central heating radiator, UPVC double glazed window to front elevation. Bedroom two 9\' 8" x 6\' 7" (2.95m x 2.01m) Central heating radiator, UPVC double glazed window to rear elevation. Bathroom Three piece suite comprising; shower cubicle with rain fall shower head & glass shower screen, wash basin set in a vanity unit, low flush WC, tiled walls, chrome central heated towel rail. Exterior Pebbled front garden offering seating area for the summer months.'	'Through by light cottage + Two bedrooms + Ready to move into + Pebbled garden to the front + Separate lounge &amp; kitchen + Gas central heating + UPVC double glazing + Well presented throughout + Ideal for first time buyers or downsizers + Book A viewing today'	120000
62762622.html	3	False	False	pre-owned	Wyke	1	2	BD12	Bradford	semi_detached	None	0.1	0.5	'Righthaus are pleased to offer this very well presented 3 bedrooms semi-detached property in sought after wyke location. The property benefits from ***open plan lounge/ dining area & modern kitchen *** modern bathroom*** Double Glazing & Gas Central Heating *** front &rear garden, driveway plus garage *** Description Righthaus are pleased to offer this very well presented 3 bedrooms semi-detached property in sought after wyke location. The property benefits from ***open plan lounge/ dining area & modern kitchen *** modern bathroom*** Double Glazing & Gas Central Heating *** front &rear garden, driveway plus garage *** location Wyke is a highly sought after location with close proximity to the array of shops in and around the local village including supermarkets, health centres, restaurants, banks and many more. Also only a few miles from the motorway networks, low moor train station and situated in the middle of bus routes to Leeds, Bradford and beyond. Viewings Strictly by appointment through our Wibsey office. Our opening hours are: Monday to Friday 9am to 5pm Saturday 9am to 1pm Please contact us to book an appointment hallway Giving access to the lounge and first floor. Lounge 15\' 7" x 11\' 10" (4.77m x 3.63m) The lounge benefits from gas central heating and double glazing. Dining kitchen 15\' 2" x 10\' 11" (4.63m x 3.35m) Open style with the dining area. The kitchen has an array of modern wall and base unit\'s as well as a good amount of workspace, 1 bowl sink unit with drainer, gas hob, electric cooker, gas central heating and double glazing. Landing Giving access to the three bedrooms and family bathroom. Master bedroom 14\' 6" x 8\' 10" (4.43m x 2.70m) Modern decor and carpet. Benefitting from modern fitted wardrobes, gas central heating and double glazing. Bedroom 2 11\' 10" x 8\' 10" (3.63m x 2.70m) Modern decor and carpet. Benefitting from gas central heating and double glazing. Bedroom 3 8\' 2" x 5\' 10" (2.50m x 1.79m) Modern decor and carpet. Benefitting from gas central heating and double glazing. Family bathroom 6\' 5" x 5\' 8" (1.98m x 1.75m) Fully tiled family bathroom comprising of 3 piece suite including panelled bath, low level W.C., pedestal hand basin and shower over bath. Also benefitting gas central heating and double glazing. Externally To the front of the property is a lawned garden with border planting areas, a driveway to the side leading to the detached garage. Whilst to the rear is a fully enclosed lawned garden with border planting areas. Freehold Our client has advised us that this property is freehold, this information should be verified by your solicitor prior to proceeding with any purchase. Additional management charges / ground rent may be payable, should this not be the freehold. Please contact the office for any further details. Council tax banding Through information sourced via the website, we are advised this property is band C, however, this should be checked by your solicitor/ conveyancer to be correct prior to exchange of contracts. Disclaimer Agents Note: Whilst every care has been taken to prepare these sales particulars, they are for guidance purposes only. All measurements are approximate are for general guidance purposes only and whilst every care has been taken to ensure their accuracy, they should not be relied upon and potential buyers are advised to recheck the measurements. Disclaimer Agents Note: Whilst every care has been taken to prepare these sales particulars, they are for guidance purposes only. All measurements are approximate are for general guidance purposes only and whilst every care has been taken to ensure their accuracy, they should not be relied upon and potential buyers are advised to recheck the measurements. Why sell through Righthaus? Sell your home with Righthaus and receive these benefits: Free property appraisal Pre-approved buyers Accompanied viewings (upon request) Free Floorplan Free Pro photos. Free 360°C virtual tour No VAT no sale, no fee.'	'Three bedrooms + Semi-detached + Modern throughout + Modern dining kitchen + Popular wyke location + Quiet cul-de-sac + Front &amp; rear gardens + Driveway &amp; garage + Double glazing + Gas central heating'	199995
